fk_ficha,cod_barra,error_descripcion
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000258901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_10 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000259801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000260401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000260501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000265201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_08 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000265701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000267301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000268801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000328201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000328701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000330501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000333701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000334301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000336001,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna ie no sigue el patrón : Alfanuméricos,La columna p11_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000336101,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000337801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p07 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000338501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_06 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000339901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_10 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000425701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000426101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p09 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000426801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000431401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_07 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000434601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p20_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000434701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000435901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000436101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000436201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000436301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000340401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000340801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000342301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000342901,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000343601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000343801,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000344201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000345601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_10 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000345701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p07 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000347801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000270001,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000272001,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000272201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000272801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000276201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p09 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000277801,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000279401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000279501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_06 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000279601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000283001,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000437901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000441501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000442101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000442501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000444601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000445001,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000446001,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_11 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000446501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000447101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000447301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000349901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000350601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000351401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000352801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000352901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000354401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna ie no sigue el patrón : Alfanuméricos,La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000354901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_06 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000359501,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna ie no sigue el patrón : Alfanuméricos,La columna p11_10 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000359901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_06 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000360401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000284201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000285901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000290301,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000291001,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000292101,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000293201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000294101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000295101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000296001,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000296701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000451701,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000453601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000454201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000455701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000456401,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000456801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p17_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000457801,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000457901,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000458601,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000459201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000361201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000362301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000362601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000362901,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000363301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000363701,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000364101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_06 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000367001,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000367401,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000369601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_02 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000297301,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000298001,La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000298601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000299201,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p11_03 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000300601,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p01 no sigue el patrón : ['A'"
f6d4b027a4f16ed9ba4ab7db1310fae8105f51a01e9f28efdc70d8835136b5e3,750000304101,"La columna cod_barra no sigue el patrón : [7][5][4][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9],La columna p10_04 no sigue el patrón : ['A'"
